label,independent_units,qipedc_recordings,qipedc_videos,hcmue_videos,vslgh_signers,vslgh_segments,sources,surface_forms
cổ kính,1,1,1,0,0,0,qipedc,cổ kính
cổ tay,1,1,1,0,0,0,qipedc,cổ tay
cổ truyền,1,1,1,0,0,0,qipedc,cổ truyền
cổ tích,1,1,1,0,0,0,qipedc,cổ tích
cổ vũ,1,1,1,0,0,0,qipedc,cổ vũ
cổ áo,1,1,1,0,0,0,qipedc,cổ áo
cổ đại,1,1,1,0,0,0,qipedc,cổ đại
cổ động viên,1,0,0,1,0,0,hcmue,cổ động viên
cổng,1,1,1,0,0,0,qipedc,cổng
cổng trường,1,1,2,0,0,0,qipedc,cổng trường
cỗ,1,1,1,0,0,0,qipedc,cỗ
cộng (toán học),2,2,3,0,0,0,qipedc,cộng (Toán học)
cộng hòa,1,0,0,1,0,0,hcmue,cộng hòa
cộng hòa séc (nước cộng hòa séc),1,1,1,0,0,0,qipedc,Cộng Hòa Séc (nước Cộng Hòa Séc)
cộng đồng,1,0,0,1,0,0,hcmue,cộng đồng
cột,1,1,1,0,0,0,qipedc,cột
cột nhà,1,1,1,0,0,0,qipedc,cột nhà
cột sống,1,1,1,0,0,0,qipedc,cột sống
cột điện,2,2,3,0,0,0,qipedc,cột điện
cột đèn,1,1,1,0,0,0,qipedc,cột đèn
cờ,1,1,1,0,0,0,qipedc,cờ
cờ ca rô,1,1,1,0,0,0,qipedc,cờ ca rô
cờ tướng,2,1,1,1,0,0,qipedc+hcmue,cờ tướng
cờ vua,1,1,1,0,0,0,qipedc,cờ vua
cởi,6,0,0,0,6,28,vslgh,CỞI
cởi mở,1,1,1,0,0,0,qipedc,cởi mở
cởi áo,7,1,1,0,6,14,qipedc+vslgh,CỞI-ÁO | cởi áo
cụ,1,1,1,0,0,0,qipedc,cụ
cụ già,1,1,1,0,0,0,qipedc,cụ già
cụ thể,1,1,1,0,0,0,qipedc,cụ thể
cụ đồ,1,1,1,0,0,0,qipedc,cụ đồ
cục tẩy,1,1,1,0,0,0,qipedc,cục tẩy
cụm từ,1,1,1,0,0,0,qipedc,cụm từ
củ cà rốt,1,1,1,0,0,0,qipedc,củ cà rốt
củ cải trắng,1,1,1,0,0,0,qipedc,củ cải trắng
củ gừng,1,1,1,0,0,0,qipedc,củ gừng
củ hành tây,1,1,1,0,0,0,qipedc,củ hành tây
củ khoai lang,1,1,1,0,0,0,qipedc,củ khoai lang
củ khoai tây,1,1,1,0,0,0,qipedc,củ khoai tây
củ nghệ,1,1,1,0,0,0,qipedc,củ nghệ
củ su hào,1,1,1,0,0,0,qipedc,củ su hào
củ sả,1,1,1,0,0,0,qipedc,củ sả
củ tỏi,1,1,1,0,0,0,qipedc,củ tỏi
củ từ,1,1,1,0,0,0,qipedc,củ từ
củ đậu,1,1,1,0,0,0,qipedc,củ đậu
củi,1,1,1,0,0,0,qipedc,củi
cứu,1,1,1,0,0,0,qipedc,cứu
cứu hộ,1,1,1,0,0,0,qipedc,cứu hộ
cứu sống,1,1,1,0,0,0,qipedc,cứu sống
cử chỉ điệu bộ,1,1,1,0,0,0,qipedc,cử chỉ điệu bộ
cử động,1,1,1,0,0,0,qipedc,cử động
cửa hàng,2,2,3,0,0,0,qipedc,cửa hàng
cửa khẩu,1,1,1,0,0,0,qipedc,cửa khẩu
cửa kính,1,1,1,0,0,0,qipedc,cửa kính
cửa sổ,1,1,1,0,0,0,qipedc,cửa sổ
cực khổ,1,1,1,0,0,0,qipedc,cực khổ
d,2,1,1,1,0,0,qipedc+hcmue,d
da,6,0,0,0,6,27,vslgh,DA
da ngăm (nước da ngăm đen),2,2,3,0,0,0,qipedc,da ngăm (nước da ngăm đen)
da trắng,2,2,3,0,0,0,qipedc,da trắng
dai,1,1,1,0,0,0,qipedc,dai
danh bạ,1,1,1,0,0,0,qipedc,danh bạ
danh dự,1,1,1,0,0,0,qipedc,danh dự
danh hiệu,1,1,1,0,0,0,qipedc,danh hiệu
danh lam thắng cảnh,1,1,1,0,0,0,qipedc,danh lam thắng cảnh
danh mục,1,1,1,0,0,0,qipedc,danh mục
danh nhân,1,1,1,0,0,0,qipedc,danh nhân
danh sách,2,1,1,1,0,0,qipedc+hcmue,danh sách
danh từ,1,1,1,0,0,0,qipedc,danh từ
danh từ riêng,1,1,1,0,0,0,qipedc,danh từ riêng
dao,1,1,1,0,0,0,qipedc,dao
di chuyển,1,1,1,0,0,0,qipedc,di chuyển
di truyền,3,3,3,0,0,0,qipedc,di truyền
dinh độc lập,1,1,1,0,0,0,qipedc,Dinh Độc Lập
diêm,1,1,1,0,0,0,qipedc,diêm
diều,1,1,1,0,0,0,qipedc,diều
diễn thuyết,1,1,1,0,0,0,qipedc,diễn thuyết
diện tích,1,1,1,0,0,0,qipedc,diện tích
diện tích toàn phần,1,1,1,0,0,0,qipedc,diện tích toàn phần
diện tích xung quanh,1,1,1,0,0,0,qipedc,diện tích xung quanh
diệt chủng,1,1,1,0,0,0,qipedc,diệt chủng
do thái,1,1,1,0,0,0,qipedc,Do Thái
doanh nghiệp,1,1,1,0,0,0,qipedc,doanh nghiệp
doanh trại,2,1,1,1,0,0,qipedc+hcmue,doanh trại
du học,1,1,1,0,0,0,qipedc,du học
du kích,1,0,0,1,0,0,hcmue,du kích
du thuyền,1,1,1,0,0,0,qipedc,du thuyền
dung tích,1,1,1,0,0,0,qipedc,dung tích
duy nhất,1,1,1,0,0,0,qipedc,duy nhất
duyên dáng,1,1,1,0,0,0,qipedc,duyên dáng
duyệt binh,1,1,1,0,0,0,qipedc,duyệt binh
dài,1,1,1,0,0,0,qipedc,dài
dài hơn,1,1,1,0,0,0,qipedc,dài hơn
dài hạn,1,1,1,0,0,0,qipedc,dài hạn
dài nhất,1,1,1,0,0,0,qipedc,dài nhất
dài quần,1,0,0,1,0,0,hcmue,dài quần
dàn bài,1,1,1,0,0,0,qipedc,dàn bài
dàn nhạc,1,1,1,0,0,0,qipedc,dàn nhạc
dám làm,2,2,3,0,0,0,qipedc,dám làm
dán,1,1,1,0,0,0,qipedc,dán
dân ca,1,1,1,0,0,0,qipedc,dân ca
dân chài,1,1,1,0,0,0,qipedc,dân chài
dân chủ,1,1,1,0,0,0,qipedc,dân chủ
dân số,1,1,1,0,0,0,qipedc,dân số
dân tộc,2,2,3,0,0,0,qipedc,dân tộc
dân tộc chăm,1,1,1,0,0,0,qipedc,dân tộc Chăm
dân tộc khơ me,1,1,1,0,0,0,qipedc,dân tộc Khơ me
dân tộc mông,1,1,1,0,0,0,qipedc,dân tộc Mông
dân tộc mường,1,1,1,0,0,0,qipedc,dân tộc Mường
dân tộc thiểu số,2,2,3,0,0,0,qipedc,dân tộc thiểu số
dân tộc thái,1,1,1,0,0,0,qipedc,dân tộc Thái
dây buộc tóc,1,1,1,0,0,0,qipedc,dây buộc tóc
dây chun,1,1,1,0,0,0,qipedc,dây chun
dây kéo,1,0,0,1,0,0,hcmue,dây kéo
dây thần kinh,1,1,1,0,0,0,qipedc,dây thần kinh
dây thừng,1,1,1,0,0,0,qipedc,dây thừng
dây xích,1,1,1,0,0,0,qipedc,dây xích
dây điện,2,2,3,0,0,0,qipedc,dây điện
dãy nhà,1,1,1,0,0,0,qipedc,dãy nhà
dãy núi,1,1,1,0,0,0,qipedc,dãy núi
dãy núi hoàng liên sơn,1,1,1,0,0,0,qipedc,dãy núi Hoàng Liên Sơn
dãy số,1,1,1,0,0,0,qipedc,dãy số
dãy số liệu,1,1,1,0,0,0,qipedc,dãy số liệu
dép quai hậu,2,2,3,0,0,0,qipedc,dép quai hậu
dê con,1,1,1,0,0,0,qipedc,dê con
dê mẹ,1,1,1,0,0,0,qipedc,dê mẹ
dì,1,0,0,1,0,0,hcmue,dì
dì ghẻ,1,0,0,1,0,0,hcmue,dì ghẻ
dòng chữ,1,1,1,0,0,0,qipedc,dòng chữ
dòng họ,1,1,1,0,0,0,qipedc,dòng họ
dòng sông,1,1,1,0,0,0,qipedc,dòng sông
dòng sông chảy,1,1,1,0,0,0,qipedc,dòng sông chảy
dùng,5,0,0,0,5,13,vslgh,DÙNG
dũng cảm,2,1,1,1,0,0,qipedc+hcmue,dũng cảm
dạ dày,6,0,0,0,6,14,vslgh,DẠ-DÀY
dạy,1,1,1,0,0,0,qipedc,dạy
dải phân cách,1,1,1,0,0,0,qipedc,dải phân cách
dấu bằng,1,1,1,0,0,0,qipedc,dấu bằng
dấu chia,1,1,1,0,0,0,qipedc,dấu chia
dấu chấm,1,1,1,0,0,0,qipedc,dấu chấm
dấu chấm hỏi,1,1,1,0,0,0,qipedc,dấu chấm hỏi
dấu chấm than,1,1,1,0,0,0,qipedc,dấu chấm than
dấu gạch ngang,1,1,1,0,0,0,qipedc,dấu gạch ngang
dấu hai chấm,1,1,1,0,0,0,qipedc,dấu hai chấm
dấu hiệu,1,0,0,1,0,0,hcmue,dấu hiệu
dấu huyền,2,2,3,0,0,0,qipedc,dấu huyền
dấu hỏi,2,2,3,0,0,0,qipedc,dấu hỏi
dấu ngoặc đơn,1,1,1,0,0,0,qipedc,dấu ngoặc đơn
dấu ngã,2,2,3,0,0,0,qipedc,dấu ngã
dấu nhân,1,1,1,0,0,0,qipedc,dấu nhân
dấu nặng,1,1,1,0,0,0,qipedc,dấu nặng
dấu phẩy,1,1,1,0,0,0,qipedc,dấu phẩy
dấu sắc,2,2,3,0,0,0,qipedc,dấu sắc
dầu gội đầu,1,1,1,0,0,0,qipedc,dầu gội đầu
dầu hoả,1,1,1,0,0,0,qipedc,dầu hoả
dầu khí,1,1,1,0,0,0,qipedc,dầu khí
dầu mỏ,1,1,1,0,0,0,qipedc,dầu mỏ
dầu ăn,1,1,1,0,0,0,qipedc,dầu ăn
dẫn chương trình,1,1,1,0,0,0,qipedc,dẫn chương trình
dẫn chứng,1,1,1,0,0,0,qipedc,dẫn chứng
dập,1,1,1,0,0,0,qipedc,dập
dắt,1,1,1,0,0,0,qipedc,dắt
dặn dò,1,1,1,0,0,0,qipedc,dặn dò
dẻo,1,1,1,0,0,0,qipedc,dẻo
dễ chịu,1,1,1,0,0,0,qipedc,dễ chịu
dễ thương,1,1,1,0,0,0,qipedc,dễ thương
dệt,1,1,1,0,0,0,qipedc,dệt
dị ứng,6,0,0,0,6,56,vslgh,DỊ-ỨNG
dịch vụ,3,3,3,0,0,0,qipedc,dịch vụ
dịu dàng,1,1,1,0,0,0,qipedc,dịu dàng
dọc,1,1,1,0,0,0,qipedc,dọc
dốc,1,1,1,0,0,0,qipedc,dốc
dốt,1,1,1,0,0,0,qipedc,dốt
dỗi,2,2,3,0,0,0,qipedc,dỗi
dụng cụ,1,1,1,0,0,0,qipedc,dụng cụ
dừng lại,2,1,1,1,0,0,qipedc+hcmue,dừng lại
dự trữ,1,1,1,0,0,0,qipedc,dự trữ
dự án,1,1,1,0,0,0,qipedc,dự án
dựng phim,1,1,1,0,0,0,qipedc,dựng phim
e,2,1,1,1,0,0,qipedc+hcmue,e
e thẹn,3,3,3,0,0,0,qipedc,e thẹn
em bé,3,0,0,3,0,0,hcmue,em bé
em dâu,1,1,1,0,0,0,qipedc,em dâu
em gái,2,1,1,1,0,0,qipedc+hcmue,em gái
em họ,3,3,3,0,0,0,qipedc,em họ
em rể,3,3,3,0,0,0,qipedc,em rể
em trai,3,2,3,1,0,0,qipedc+hcmue,em trai
em út,1,1,1,0,0,0,qipedc,em út
email,1,1,1,0,0,0,qipedc,email
f,1,1,1,0,0,0,qipedc,f
g,3,2,2,1,0,0,qipedc+hcmue,g
ga tàu,2,2,3,0,0,0,qipedc,ga tàu
gai,1,1,1,0,0,0,qipedc,gai
gan,7,1,1,0,6,14,qipedc+vslgh,GAN | gan
gan dạ,2,1,1,1,0,0,qipedc+hcmue,gan dạ
gan lì,1,1,1,0,0,0,qipedc,gan lì
gang tay,1,1,1,0,0,0,qipedc,gang tay
ghen tị,2,2,3,0,0,0,qipedc,ghen tị
ghi chép,1,1,1,0,0,0,qipedc,ghi chép
ghi chú,1,1,1,0,0,0,qipedc,ghi chú
ghi hình,1,1,1,0,0,0,qipedc,ghi hình
ghi nhớ,1,1,1,0,0,0,qipedc,ghi nhớ
ghé thăm,1,1,1,0,0,0,qipedc,ghé thăm
ghép hình,1,1,1,0,0,0,qipedc,ghép hình
gia lai,1,1,1,0,0,0,qipedc,Gia Lai
gia đình,6,0,0,0,6,28,vslgh,GIA-ĐÌNH
giai đoạn,1,1,1,0,0,0,qipedc,giai đoạn
gian dối,1,1,1,0,0,0,qipedc,gian dối
gian khổ,1,1,1,0,0,0,qipedc,gian khổ
gian lận,1,1,1,0,0,0,qipedc,gian lận
giao diện,1,0,0,1,0,0,hcmue,giao diện
giao hoán,1,1,1,0,0,0,qipedc,giao hoán
giao hàng,1,1,1,0,0,0,qipedc,giao hàng
giao lưu,1,1,1,0,0,0,qipedc,giao lưu
giao thông,2,2,2,0,0,0,qipedc,giao thông
giao thừa,1,1,1,0,0,0,qipedc,giao thừa
giao tiếp,2,2,3,0,0,0,qipedc,giao tiếp
gieo xúc xắc,1,1,1,0,0,0,qipedc,gieo xúc xắc
giàn khoan,1,1,1,0,0,0,qipedc,giàn khoan
giàn mướp,1,1,1,0,0,0,qipedc,giàn mướp
giàn nho,1,1,1,0,0,0,qipedc,giàn nho
giàu có,1,1,1,0,0,0,qipedc,giàu có
giày,6,0,0,0,6,14,vslgh,GIÀY
giá sách,1,1,1,0,0,0,qipedc,giá sách
giá trị,3,3,3,0,0,0,qipedc,giá trị
giá trị phần trăm,2,2,3,0,0,0,qipedc,giá trị phần trăm
giá trị tuyệt đối,1,1,1,0,0,0,qipedc,giá trị tuyệt đối
giám khảo,1,1,1,0,0,0,qipedc,giám khảo
giám sát,2,2,2,0,0,0,qipedc,giám sát
giám đốc,1,1,1,0,0,0,qipedc,giám đốc
gián tiếp,2,2,3,0,0,0,qipedc,gián tiếp
giáo dục,1,1,1,0,0,0,qipedc,giáo dục
giáo sĩ,1,1,1,0,0,0,qipedc,giáo sĩ
giáo viên,6,0,0,0,6,14,vslgh,GIÁO-VIÊN
giã,1,1,1,0,0,0,qipedc,giã
giãn cách xã hội,1,1,1,0,0,0,qipedc,giãn cách xã hội
gió biển,1,0,0,1,0,0,hcmue,gió biển
gió lào,1,1,1,0,0,0,qipedc,gió Lào
gió nam,1,0,0,1,0,0,hcmue,gió nam
gió nồm,1,0,0,1,0,0,hcmue,gió nồm
giông bão,1,1,1,0,0,0,qipedc,giông bão
giúp,6,0,0,0,6,28,vslgh,GIÚP
giúp đỡ,2,2,3,0,0,0,qipedc,giúp đỡ
giơ tay,1,1,1,0,0,0,qipedc,giơ tay
giường,1,1,1,0,0,0,qipedc,giường
giả bộ (giống giả vờ),1,1,1,0,0,0,qipedc,giả bộ (giống giả vờ)
giả mạo,1,1,1,0,0,0,qipedc,giả mạo
giả sử,1,1,1,0,0,0,qipedc,giả sử
giải lao,1,1,1,0,0,0,qipedc,giải lao
giải quyết,1,1,1,0,0,0,qipedc,giải quyết
giải thích,7,1,1,0,6,14,qipedc+vslgh,GIẢI-THÍCH | giải thích
giải vô địch,1,1,1,0,0,0,qipedc,giải vô địch
giảm,1,1,1,0,0,0,qipedc,giảm
giấc ngủ,1,1,1,0,0,0,qipedc,giấc ngủ
giấy,8,2,3,0,6,95,qipedc+vslgh,GIẤY | giấy
giấy màu,2,2,3,0,0,0,qipedc,giấy màu
giấy nháp,2,2,3,0,0,0,qipedc,giấy nháp
giấy phép,6,0,0,0,6,14,vslgh,GIẤY-PHÉP
giấy tờ,1,1,1,0,0,0,qipedc,giấy tờ
giấy ăn,2,2,3,0,0,0,qipedc,giấy ăn
giầy ba ta,1,1,1,0,0,0,qipedc,giầy ba ta
giầy dép,1,1,1,0,0,0,qipedc,giầy dép
giầy thể thao,1,1,1,0,0,0,qipedc,giầy thể thao
giẫm,1,1,1,0,0,0,qipedc,giẫm
giận dỗi,1,1,1,0,0,0,qipedc,giận dỗi
giận dữ,1,1,1,0,0,0,qipedc,giận dữ
giật mình,1,1,1,0,0,0,qipedc,giật mình
giặc ngoại xâm,1,0,0,1,0,0,hcmue,giặc ngoại xâm
giẻ lau,1,1,1,0,0,0,qipedc,giẻ lau
giếng nước,1,1,1,0,0,0,qipedc,giếng nước
giết,1,1,1,0,0,0,qipedc,giết
giọng ca,1,1,1,0,0,0,qipedc,giọng ca
giọng nói,1,1,1,0,0,0,qipedc,giọng nói
giỏi,1,1,1,0,0,0,qipedc,giỏi
giống nhau,1,1,1,0,0,0,qipedc,giống nhau
giỗ,1,1,1,0,0,0,qipedc,giỗ
giới hạn,1,1,1,0,0,0,qipedc,giới hạn
giới thiệu,7,1,1,0,6,14,qipedc+vslgh,GIỚI-THIỆU | giới thiệu
giờ,8,0,0,2,6,14,hcmue+vslgh,GIỜ | giờ
giờ khởi hành,2,0,0,2,0,0,hcmue,giờ khởi hành
giữ nguyên,1,1,1,0,0,0,qipedc,giữ nguyên
gloss,2,0,0,0,2,2,vslgh,Gloss
gà mái,1,1,1,0,0,0,qipedc,gà mái
gà nướng lu,1,1,1,0,0,0,qipedc,gà nướng lu
gà rừng,1,1,1,0,0,0,qipedc,gà rừng
gà trống,1,1,1,0,0,0,qipedc,gà trống
gà tây,1,1,1,0,0,0,qipedc,gà tây
gài nút,1,0,0,1,0,0,hcmue,gài nút
gánh,1,1,1,0,0,0,qipedc,gánh
gáy,1,1,1,0,0,0,qipedc,gáy
gây mê,6,0,0,0,6,14,vslgh,GÂY-MÊ
gãi,6,0,0,0,6,14,vslgh,GÃI
gãi đầu gãi tai,1,1,1,0,0,0,qipedc,gãi đầu gãi tai
gãy chân,1,1,1,0,0,0,qipedc,gãy chân
gãy tay,1,1,1,0,0,0,qipedc,gãy tay
gì,6,0,0,0,6,70,vslgh,GÌ
góc bẹt,1,1,1,0,0,0,qipedc,góc bẹt
góc bếp,1,1,1,0,0,0,qipedc,góc bếp
góc học tập,1,1,1,0,0,0,qipedc,góc học tập
góc nhọn,1,1,1,0,0,0,qipedc,góc nhọn
góc tù,1,1,1,0,0,0,qipedc,góc tù
góc vuông,1,1,1,0,0,0,qipedc,góc vuông
góc vườn,1,1,1,0,0,0,qipedc,góc vườn
gói,7,1,1,0,6,28,qipedc+vslgh,GÓI | gói
gói (đgt),1,1,1,0,0,0,qipedc,gói (đgt)
góp tiền,1,1,1,0,0,0,qipedc,góp tiền
góp ý,1,1,1,0,0,0,qipedc,góp ý
gù lưng,1,1,1,0,0,0,qipedc,gù lưng
găng tay,1,1,1,0,0,0,qipedc,găng tay
gương,1,1,1,0,0,0,qipedc,gương
gương mẫu,1,1,1,0,0,0,qipedc,gương mẫu
gương mặt,1,1,1,0,0,0,qipedc,gương mặt
gạo,2,2,3,0,0,0,qipedc,gạo
gạo nếp,1,1,1,0,0,0,qipedc,gạo nếp
gấp ba,1,1,1,0,0,0,qipedc,gấp ba
gấp giấy,1,1,1,0,0,0,qipedc,gấp giấy
gấp quần áo,1,1,1,0,0,0,qipedc,gấp quần áo
gấp đôi,1,1,1,0,0,0,qipedc,gấp đôi
gần gũi,1,1,1,0,0,0,qipedc,gần gũi
gần đây,6,0,0,0,6,28,vslgh,GẦN-ĐÂY
gầy (miền nam: ốm),3,3,3,0,0,0,qipedc,gầy (miền Nam: ốm)
gật gù,1,1,1,0,0,0,qipedc,gật gù
gật đầu,1,1,1,0,0,0,qipedc,gật đầu
gậy của người già,1,1,1,0,0,0,qipedc,gậy của người già
gắn bó,1,1,1,0,0,0,qipedc,gắn bó
gắp thức ăn,1,1,1,0,0,0,qipedc,gắp thức ăn
gặm cỏ,1,1,1,0,0,0,qipedc,gặm cỏ
gặm xương (con chó gặm xương),1,1,1,0,0,0,qipedc,gặm xương (con chó gặm xương)
gặp,6,0,0,0,6,28,vslgh,GẶP
gặp gỡ,1,1,1,0,0,0,qipedc,gặp gỡ
gặt lúa,1,1,1,0,0,0,qipedc,gặt lúa
gọi,1,1,1,0,0,0,qipedc,gọi
gọn gàng,1,1,1,0,0,0,qipedc,gọn gàng
gọt bút chì,1,1,1,0,0,0,qipedc,gọt bút chì
gọt bút chì (cái),1,1,1,0,0,0,qipedc,gọt bút chì (cái)
gỏi/nộm,1,1,1,0,0,0,qipedc,gỏi/nộm
gốm sứ,1,1,1,0,0,0,qipedc,gốm sứ
gỗ,3,3,3,0,0,0,qipedc,gỗ
gợi ý,1,1,1,0,0,0,qipedc,gợi ý
gửi,1,1,1,0,0,0,qipedc,gửi
gửi quà,1,1,1,0,0,0,qipedc,gửi quà
gửi thư,1,1,1,0,0,0,qipedc,gửi thư
h,5,3,3,2,0,0,qipedc+hcmue,h
hai,1,0,0,1,0,0,hcmue,Hai
hai là,1,1,1,0,0,0,qipedc,hai là
hai mươi ngàn,1,0,0,1,0,0,hcmue,Hai mươi ngàn
hai ngàn,1,0,0,1,0,0,hcmue,Hai ngàn
hai phân số bằng nhau,1,1,1,0,0,0,qipedc,hai phân số bằng nhau
hai triệu,1,0,0,1,0,0,hcmue,Hai triệu
hai trăm,1,0,0,1,0,0,hcmue,Hai trăm
ham chơi,2,2,3,0,0,0,qipedc,ham chơi
hay là (hoặc là),2,2,3,0,0,0,qipedc,hay là (hoặc là)
hay quên,6,0,0,0,6,14,vslgh,HAY-QUÊN
hen suyễn,6,0,0,0,6,14,vslgh,HEN-SUYỄN
hi sinh,3,3,3,0,0,0,qipedc,hi sinh
hi vọng,2,2,3,0,0,0,qipedc,hi vọng
hiếu thảo,1,1,1,0,0,0,qipedc,hiếu thảo
hiển thị,1,0,0,1,0,0,hcmue,hiển thị
hiểu,8,2,3,0,6,28,qipedc+vslgh,HIỂU | hiểu
hiện nay,1,1,1,0,0,0,qipedc,hiện nay
hiện đại,1,1,1,0,0,0,qipedc,hiện đại
hiệu (toán học),1,1,1,0,0,0,qipedc,hiệu (Toán học)
hiệu cầm đồ,1,1,1,0,0,0,qipedc,hiệu cầm đồ
hiệu thuốc,1,1,1,0,0,0,qipedc,hiệu thuốc
ho,6,0,0,0,6,27,vslgh,HO
hoa,2,2,3,0,0,0,qipedc,hoa
hoa cúc,1,1,1,0,0,0,qipedc,hoa cúc
hoa dâm bụt,1,1,1,0,0,0,qipedc,hoa dâm bụt
hoa giấy,1,1,1,0,0,0,qipedc,hoa giấy
hoa hậu,1,1,1,0,0,0,qipedc,hoa hậu
hoa hồng,1,1,1,0,0,0,qipedc,hoa hồng
hoa lay ơn,1,1,1,0,0,0,qipedc,hoa lay ơn
hoa mai,1,1,1,0,0,0,qipedc,hoa mai
hoa sen,3,3,3,0,0,0,qipedc,hoa sen
hoa đào,1,1,1,0,0,0,qipedc,hoa đào
hoan hô,1,1,1,0,0,0,qipedc,hoan hô
hoang mang,1,1,1,0,0,0,qipedc,hoang mang
hoàn thành,1,1,1,0,0,0,qipedc,hoàn thành
hoàn tác,1,0,0,1,0,0,hcmue,hoàn tác
hoàng hôn,1,1,1,0,0,0,qipedc,hoàng hôn
hoàng tử,1,1,1,0,0,0,qipedc,Hoàng tử
hoàng đế,1,1,1,0,0,0,qipedc,hoàng đế
hoán vị,1,1,1,0,0,0,qipedc,hoán vị
hoãn,1,1,1,0,0,0,qipedc,Hoãn
hoạt hình,2,2,3,0,0,0,qipedc,hoạt hình
hoạt động,1,1,1,0,0,0,qipedc,hoạt động
hoảng sợ,1,1,1,0,0,0,qipedc,hoảng sợ
hoặc,2,2,3,0,0,0,qipedc,hoặc
hung ga ri (nước hung ga ri),1,1,1,0,0,0,qipedc,Hung-ga-ri (nước Hung-ga-ri)
hung thủ,1,1,1,0,0,0,qipedc,hung thủ
hung ác,1,1,1,0,0,0,qipedc,hung ác
huy hiệu,1,1,1,0,0,0,qipedc,huy hiệu
huyết áp,6,0,0,0,6,98,vslgh,HUYẾT-ÁP
huyện,3,3,3,0,0,0,qipedc,huyện
huân chương,1,1,1,0,0,0,qipedc,huân chương
huỷ,1,1,1,0,0,0,qipedc,huỷ
huỷ diệt,1,1,1,0,0,0,qipedc,huỷ diệt
hà giang,1,1,1,0,0,0,qipedc,Hà Giang
hà lan (nước hà lan),1,1,1,0,0,0,qipedc,Hà Lan (nước Hà Lan)
hài hước,1,1,1,0,0,0,qipedc,hài hước
hài lòng,1,1,1,0,0,0,qipedc,hài lòng
hàm răng,1,1,1,0,0,0,qipedc,hàm răng
hàng chục,1,1,1,0,0,0,qipedc,hàng chục
hàng chục nghìn,1,1,1,0,0,0,qipedc,hàng chục nghìn
hàng chục triệu,1,1,1,0,0,0,qipedc,hàng chục triệu
hàng dọc,1,1,1,0,0,0,qipedc,hàng dọc
hàng ngang,1,1,1,0,0,0,qipedc,hàng ngang
hàng nghìn,1,1,1,0,0,0,qipedc,hàng nghìn
hàng ngày,2,2,3,0,0,0,qipedc,hàng ngày
hàng này,6,0,0,0,6,14,vslgh,HÀNG-NÀY
hàng triệu,1,1,1,0,0,0,qipedc,hàng triệu
hàng trăm,1,1,1,0,0,0,qipedc,hàng trăm
hàng trăm nghìn,1,1,1,0,0,0,qipedc,hàng trăm nghìn
hàng xóm,2,1,1,1,0,0,qipedc+hcmue,hàng xóm
hàng đơn vị,1,1,1,0,0,0,qipedc,hàng đơn vị
hành lang,1,1,1,0,0,0,qipedc,hành lang
hành quân,3,3,3,0,0,0,qipedc,hành quân
hành tinh,1,1,1,0,0,0,qipedc,hành tinh
hành vi,1,1,1,0,0,0,qipedc,hành vi
hành động,1,1,1,0,0,0,qipedc,hành động
háo hức,1,1,1,0,0,0,qipedc,háo hức
hát ru,1,1,1,0,0,0,qipedc,hát ru
hãng máy bay,1,1,1,0,0,0,qipedc,hãng máy bay
hãng tàu thuyền,1,1,1,0,0,0,qipedc,hãng tàu thuyền
hãng xe máy,1,1,1,0,0,0,qipedc,hãng xe máy
hãng ô tô,1,1,1,0,0,0,qipedc,hãng ô tô
héc ta (ha),1,1,1,0,0,0,qipedc,héc-ta (ha)
héc tô gam (hg),2,2,3,0,0,0,qipedc,héc-tô-gam (hg)
héc tô mét (hm),2,2,3,0,0,0,qipedc,héc-tô-mét (hm)
héc tô mét vuông (hm2),2,2,3,0,0,0,qipedc,héc-tô-mét vuông (hm2)
héo,1,1,1,0,0,0,qipedc,héo
hét (giống la),1,1,1,0,0,0,qipedc,hét (giống la)
hên/gặp may,1,1,1,0,0,0,qipedc,hên/gặp may
hình,1,1,1,0,0,0,qipedc,hình
hình bình hành,1,1,1,0,0,0,qipedc,hình bình hành
hình chiếu,1,1,1,0,0,0,qipedc,hình chiếu
hình cầu,1,1,1,0,0,0,qipedc,hình cầu
hình dáng,1,1,1,0,0,0,qipedc,hình dáng
hình elip,1,1,1,0,0,0,qipedc,hình elip
hình học,1,1,1,0,0,0,qipedc,hình học
hình hộp chữ nhật,1,1,1,0,0,0,qipedc,hình hộp chữ nhật
hình lập phương,1,1,1,0,0,0,qipedc,hình lập phương
hình phạt,1,1,1,0,0,0,qipedc,hình phạt
hình thang,1,1,1,0,0,0,qipedc,hình thang
hình trụ,1,1,1,0,0,0,qipedc,hình trụ
hình tứ giác,1,1,1,0,0,0,qipedc,hình tứ giác
hình vuông,1,1,1,0,0,0,qipedc,hình vuông
hình vẽ,1,1,1,0,0,0,qipedc,hình vẽ
hình ảnh,1,0,0,1,0,0,hcmue,hình ảnh
hít thở,6,0,0,0,6,14,vslgh,HÍT-THỞ
hòa bình,1,1,1,0,0,0,qipedc,hòa bình
hòa nhập,1,1,1,0,0,0,qipedc,hòa nhập
hòn bi (giống viên bi),1,1,1,0,0,0,qipedc,hòn bi (giống viên bi)
hòn đá,1,1,1,0,0,0,qipedc,hòn đá
hóa đơn,7,1,1,0,6,28,qipedc+vslgh,HÓA-ĐƠN | hóa đơn
hói đầu,1,1,1,0,0,0,qipedc,hói đầu
